tile_id	scores	norm_score
Epas1_chr17_10063__fullTreeAnc158	1233.3015	4.9503336
Epas1_chr17_10063__fullTreeAnc160	961.3888	3.8589063
Epas1_chr17_10063__fullTreeAnc159	1166.81	4.683444
Epas1_chr17_10063__fullTreeAnc16	5749.2676	23.076912
Epas1_chr17_10063__fullTreeAnc161	1099.7391	4.414229
Epas1_chr17_10063__fullTreeAnc162	961.3888	3.8589063
Epas1_chr17_10063__fullTreeAnc164	976.2183	3.9184303
Epas1_chr17_10063__fullTreeAnc163	976.2183	3.9184303
Epas1_chr17_10063__fullTreeAnc165	1194.6403	4.7951517
Epas1_chr17_10063__fullTreeAnc166	1194.6403	4.7951517
Epas1_chr17_10063__fullTreeAnc168	2022.7526	8.119101
Epas1_chr17_10063__fullTreeAnc167	2032.8458	8.159615
Epas1_chr17_10063__fullTreeAnc169	2229.4128	8.948612
Epas1_chr17_10063__fullTreeAnc170	7780.6387	31.230608
Epas1_chr17_10063__fullTreeAnc171	7780.6387	31.230608
Epas1_chr17_10063__fullTreeAnc17	955.6692	3.8359485
Epas1_chr17_10063__fullTreeAnc172	7780.6387	31.230608
Epas1_chr17_10063__fullTreeAnc175	3716.9326	14.919349
Epas1_chr17_10063__fullTreeAnc174	6200.156	24.886726
Epas1_chr17_10063__fullTreeAnc173	4240.7026	17.021704
Epas1_chr17_10063__fullTreeAnc176	4026.7864	16.163067
Epas1_chr17_10063__fullTreeAnc179	3561.6833	14.296196
Epas1_chr17_10063__fullTreeAnc178	4026.7864	16.163067
Epas1_chr17_10063__fullTreeAnc177	3908.2852	15.687417
Epas1_chr17_10063__fullTreeAnc18	619.538	2.4867558
Epas1_chr17_10063__fullTreeAnc182	3598.374	14.443468
Epas1_chr17_10063__fullTreeAnc181	3548.9578	14.245117
Epas1_chr17_10063__fullTreeAnc180	3394.7698	13.626224
Epas1_chr17_10063__fullTreeAnc183	3613.3628	14.503632
Epas1_chr17_10063__fullTreeAnc187	1406.7772	5.6466455
Epas1_chr17_10063__fullTreeAnc185	6394.657	25.667435
Epas1_chr17_10063__fullTreeAnc186	6046.578	24.270285
Epas1_chr17_10063__fullTreeAnc184	4298.8916	17.255266
Epas1_chr17_10063__fullTreeAnc188	1126.5912	4.5220103
Epas1_chr17_10063__fullTreeAnc190	12055.564	48.38968
Epas1_chr17_10063__fullTreeAnc189	6383.965	25.624516
Epas1_chr17_10063__fullTreeAnc19	700.99976	2.813734
Epas1_chr17_10063__fullTreeAnc193	7083.519	28.432447
Epas1_chr17_10063__fullTreeAnc194	6668.861	26.768057
Epas1_chr17_10063__fullTreeAnc192	6278.33	25.20051
Epas1_chr17_10063__fullTreeAnc191	6349.298	25.485367
Epas1_chr17_10063__fullTreeAnc195	4432.805	17.79278
Epas1_chr17_10063__fullTreeAnc197	5388.128	21.627338
Epas1_chr17_10063__fullTreeAnc196	4297.0576	17.247906
Epas1_chr17_10063__fullTreeAnc198	5477.7	21.986872
Epas1_chr17_10063__fullTreeAnc20	3504.8535	14.068088
Epas1_chr17_10063__fullTreeAnc200	5747.8267	23.071129
Epas1_chr17_10063__fullTreeAnc199	5848.9023	23.476835
Epas1_chr17_10063__fullTreeAnc2	169.80298	0.68157005
Epas1_chr17_10063__fullTreeAnc201	5747.8267	23.071129
Epas1_chr17_10063__fullTreeAnc203	8923.892	35.819496
Epas1_chr17_10063__fullTreeAnc202	8834.6	35.461086
Epas1_chr17_10063__fullTreeAnc204	8923.892	35.819496
Epas1_chr17_10063__fullTreeAnc205	7319.4004	29.37925
Epas1_chr17_10063__fullTreeAnc208	15248.089	61.204113
Epas1_chr17_10063__fullTreeAnc207	15248.089	61.204113
Epas1_chr17_10063__fullTreeAnc206	5815.5947	23.343142
Epas1_chr17_10063__fullTreeAnc209	18127.389	72.7613
Epas1_chr17_10063__fullTreeAnc210	10470.646	42.027996
Epas1_chr17_10063__fullTreeAnc211	12940.573	51.942005
Epas1_chr17_10063__fullTreeAnc21	4955.626	19.891325
Epas1_chr17_10063__fullTreeAnc212	13079.205	52.498455
Epas1_chr17_10063__fullTreeAnc213	15713.575	63.07252
Epas1_chr17_10063__fullTreeAnc215	13943.761	55.968685
Epas1_chr17_10063__fullTreeAnc216	18183.18	72.98524
Epas1_chr17_10063__fullTreeAnc214	16541.557	66.39594
Epas1_chr17_10063__fullTreeAnc217	18183.18	72.98524
Epas1_chr17_10063__fullTreeAnc219	15882.745	63.75155
Epas1_chr17_10063__fullTreeAnc218	14195.499	56.979134
Epas1_chr17_10063__fullTreeAnc22	4955.626	19.891325
Epas1_chr17_10063__fullTreeAnc220	19210.924	77.11049
Epas1_chr17_10063__fullTreeAnc221	13703.518	55.004375
Epas1_chr17_10063__fullTreeAnc222	19108.885	76.70091
Epas1_chr17_10063__fullTreeAnc223	9651.463	38.739883
Epas1_chr17_10063__fullTreeAnc224	1485.062	5.9608717
Epas1_chr17_10063__fullTreeAnc226	499.39996	2.0045352
Epas1_chr17_10063__fullTreeAnc225	4666.641	18.731373
Epas1_chr17_10063__fullTreeAnc227	429.83536	1.7253107
Epas1_chr17_10063__fullTreeAnc228	8973.911	36.020267
Epas1_chr17_10063__fullTreeAnc229	2121.4595	8.5153
Epas1_chr17_10063__fullTreeAnc23	3504.8535	14.068088
Epas1_chr17_10063__fullTreeAnc230	2121.4595	8.5153
Epas1_chr17_10063__fullTreeAnc231	5643.2812	22.651495
Epas1_chr17_10063__fullTreeAnc232	3405.625	13.669795
Epas1_chr17_10063__fullTreeAnc233	7963.0874	31.962936
Epas1_chr17_10063__fullTreeAnc234	6335.6387	25.43054
Epas1_chr17_10063__fullTreeAnc235	5568.7437	22.35231
Epas1_chr17_10063__fullTreeAnc236	5443.463	21.849447
Epas1_chr17_10063__fullTreeAnc237	5213.018	20.924467
Epas1_chr17_10063__fullTreeAnc238	1909.1165	7.6629786
Epas1_chr17_10063__fullTreeAnc239	194.47513	0.78060126
Epas1_chr17_10063__fullTreeAnc24	4798.6323	19.26117
Epas1_chr17_10063__fullTreeAnc25	5220.2886	20.953651
Epas1_chr17_10063__fullTreeAnc26	1488.6953	5.9754553
Epas1_chr17_10063__fullTreeAnc27	11555.417	46.38214
Epas1_chr17_10063__fullTreeAnc28	5607.744	22.508854
Epas1_chr17_10063__fullTreeAnc29	4144.75	16.63656
Epas1_chr17_10063__fullTreeAnc3	238.23166	0.95623505
Epas1_chr17_10063__fullTreeAnc30	3705.174	14.872151
Epas1_chr17_10063__fullTreeAnc31	4534.73	18.201895
Epas1_chr17_10063__fullTreeAnc32	4780.8555	19.189816
Epas1_chr17_10063__fullTreeAnc35	7975.135	32.01129
Epas1_chr17_10063__fullTreeAnc36	3905.3352	15.675576
Epas1_chr17_10063__fullTreeAnc37	6799.1084	27.290855
Epas1_chr17_10063__fullTreeAnc38	4590.09	18.424105
Epas1_chr17_10063__fullTreeAnc39	5358.0513	21.506615
Epas1_chr17_10063__fullTreeAnc4	517.75464	2.078209
Epas1_chr17_10063__fullTreeAnc40	5273.8154	21.1685
Epas1_chr17_10063__fullTreeAnc41	4976.0483	19.973297
Epas1_chr17_10063__fullTreeAnc42	4451.7207	17.868706
Epas1_chr17_10063__fullTreeAnc43	3979.5005	15.973267
Epas1_chr17_10063__fullTreeAnc44	4144.2744	16.634651
Epas1_chr17_10063__fullTreeAnc45	4140.466	16.619364
Epas1_chr17_10063__fullTreeAnc46	3801.5798	15.259113
Epas1_chr17_10063__fullTreeAnc47	3179.4155	12.761816
Epas1_chr17_10063__fullTreeAnc48	2915.3193	11.701763
Epas1_chr17_10063__fullTreeAnc49	3179.4155	12.761816
Epas1_chr17_10063__fullTreeAnc5	933.81805	3.7482405
Epas1_chr17_10063__fullTreeAnc50	5676.542	22.785
Epas1_chr17_10063__fullTreeAnc51	5909.1846	23.718801
Epas1_chr17_10063__fullTreeAnc53	12450.513	49.974957
Epas1_chr17_10063__fullTreeAnc54	10410.632	41.787106
Epas1_chr17_10063__fullTreeAnc55	10147.0625	40.729168
Epas1_chr17_10063__fullTreeAnc56	1628.8965	6.538207
Epas1_chr17_10063__fullTreeAnc57	2732.3489	10.96734
Epas1_chr17_10063__fullTreeAnc58	4462.1714	17.910654
Epas1_chr17_10063__fullTreeAnc59	5940.4233	23.84419
Epas1_chr17_10063__fullTreeAnc60	2448.9988	9.830006
Epas1_chr17_10063__fullTreeAnc61	2448.9988	9.830006
Epas1_chr17_10063__fullTreeAnc62	3934.0217	15.79072
Epas1_chr17_10063__fullTreeAnc63	3958.6611	15.88962
Epas1_chr17_10063__fullTreeAnc64	2287.483	9.181699
Epas1_chr17_10063__fullTreeAnc65	2303.1226	9.244474
Epas1_chr17_10063__fullTreeAnc66	2248.3909	9.024788
Epas1_chr17_10063__fullTreeAnc67	3800.1575	15.253405
Epas1_chr17_10063__fullTreeAnc68	3845.4558	15.435226
Epas1_chr17_10063__fullTreeAnc69	2880.4934	11.561976
Epas1_chr17_10063__fullTreeAnc7	185.79161	0.7457466
Epas1_chr17_10063__fullTreeAnc70	701.92303	2.81744
Epas1_chr17_10063__fullTreeAnc71	782.1213	3.1393468
Epas1_chr17_10063__fullTreeAnc72	779.38934	3.128381
Epas1_chr17_10063__fullTreeAnc73	1331.1207	5.342969
Epas1_chr17_10063__fullTreeAnc74	1219.4982	4.8949285
Epas1_chr17_10063__fullTreeAnc75	1143.724	4.5907793
Epas1_chr17_10063__fullTreeAnc76	1225.8258	4.9203267
Epas1_chr17_10063__fullTreeAnc77	1225.8258	4.9203267
Epas1_chr17_10063__fullTreeAnc78	902.1751	3.6212294
Epas1_chr17_10063__fullTreeAnc79	779.7644	3.1298866
Epas1_chr17_10063__fullTreeAnc8	189.38052	0.7601521
Epas1_chr17_10063__fullTreeAnc89	202.39517	0.81239146
Epas1_chr17_10063__fullTreeAnc90	202.39517	0.81239146
Epas1_chr17_10063__fullTreeAnc91	204.30528	0.8200584
Epas1_chr17_10063__fullTreeAnc92	204.30528	0.8200584
Epas1_chr17_10063__fullTreeAnc93	202.39517	0.81239146
Epas1_chr17_10063__fullTreeAnc94	223.21858	0.8959743
Epas1_chr17_10063__fullTreeAnc95	202.39517	0.81239146
Epas1_chr17_10063__fullTreeAnc96	202.39517	0.81239146
Epas1_chr17_10063__fullTreeAnc97	232.59383	0.93360543
Epas1_chr17_10063__fullTreeAnc98	232.59383	0.93360543
Epas1_chr17_10063__fullTreeAnc99	232.59383	0.93360543
Epas1_chr17_10063__Galeopterus_variegatus	223.45975	0.89694226
Epas1_chr17_10063__Giraffa_tippelskirchi	6859.57	27.53354
Epas1_chr17_10063__Glis_glis	1213.3628	4.8703017
Epas1_chr17_10063__Gorilla_gorilla	243.85434	0.9788039
Epas1_chr17_10063__Graphiurus_murinus	5170.389	20.75336
Epas1_chr17_10063__Helogale_parvula	4081.3054	16.3819
Epas1_chr17_10063__Hemitragus_hylocrius	3716.9326	14.919349
Epas1_chr17_10063__Heterocephalus_glaber	799.758	3.2101386
Epas1_chr17_10063__Hippopotamus_amphibius	1079.5442	4.333169
Epas1_chr17_10063__Homo_sapiens	204.04207	0.8190019
Epas1_chr17_10063__Hydrochoerus_hydrochaeris	5479.8154	21.995361
Epas1_chr17_10063__Hyaena_hyaena	6033.789	24.21895
Epas1_chr17_10063__Hystrix_cristata	2275.3655	9.13306
Epas1_chr17_10063__Ictidomys_tridecemlineatus	2469.136	9.910833
Epas1_chr17_10063__Indri_indri	720.6251	2.892508
Epas1_chr17_10063__Inia_geoffrensis	410.79837	1.6488984
Epas1_chr17_10063__Jaculus_jaculus	14169.847	56.876167
Epas1_chr17_10063__Kogia_breviceps	2169.4587	8.707963
Epas1_chr17_10063__Lasiurus_borealis	2447.597	9.824378
Epas1_chr17_10063__Lemur_catta	1428.9879	5.7357965
Epas1_chr17_10063__Leptonychotes_weddellii	15422.297	61.903362
Epas1_chr17_10063__Lepus_americanus	4442.646	17.832281
Epas1_chr17_10063__Lipotes_vexillifer	1104.7755	4.4344444
Epas1_chr17_10063__Loxodonta_africana	179.31812	0.71976274
Epas1_chr17_10063__Lycaon_pictus	19214.027	77.12294
Epas1_chr17_10063__Macaca_fascicularis	204.30528	0.8200584
Epas1_chr17_10063__Macaca_mulatta	204.30528	0.8200584
Epas1_chr17_10063__Macaca_nemestrina	201.90579	0.8104271
Epas1_chr17_10063__Macroglossus_sobrinus	1047.3748	4.2040443
Epas1_chr17_10063__Mandrillus_leucophaeus	203.55536	0.8170483
Epas1_chr17_10063__Manis_javanica	1359.6548	5.4575014
Epas1_chr17_10063__Manis_pentadactyla	1457.4086	5.849874
Epas1_chr17_10063__Marmota_marmota	1803.9371	7.2408004
Epas1_chr17_10063__Megaderma_lyra	1467.3939	5.889954
Epas1_chr17_10063__Mellivora_capensis	17701.2	71.05062
Epas1_chr17_10063__Meriones_unguiculatus	3651.3594	14.656145
Epas1_chr17_10063__Mesocricetus_auratus	3348.4512	13.440306
Epas1_chr17_10063__Microcebus_murinus	863.2609	3.465032
Epas1_chr17_10063__Micronycteris_hirsuta	2752.1003	11.046621
Epas1_chr17_10063__Microtus_ochrogaster	6201.8857	24.893671
Epas1_chr17_10063__Miniopterus_natalensis	4077.987	16.368582
Epas1_chr17_10063__Miniopterus_schreibersii	1841.7614	7.3926225
Epas1_chr17_10063__Mirounga_angustirostris	16527.309	66.33875
Epas1_chr17_10063__Mirza_coquereli	412.41437	1.6553848
Epas1_chr17_10063__Monodon_monoceros	1244.8213	4.9965725
Epas1_chr17_10063__Mormoops_blainvillei	1610.0132	6.4624114
Epas1_chr17_10063__Moschus_moschiferus	6596.1885	26.476358
Epas1_chr17_10063__Mungos_mungo	5072.382	20.35997
Epas1_chr17_10063__Murina_feae	2956.9658	11.868928
Epas1_chr17_10063__Mus_caroli	3764.408	15.10991
Epas1_chr17_10063__Mus_musculus	7497.252	30.093124
Epas1_chr17_10063__Mus_pahari	5534.3877	22.214409
Epas1_chr17_10063__Mus_spretus	9199.601	36.926163
Epas1_chr17_10063__Muscardinus_avellanarius	1324.4706	5.3162756
Epas1_chr17_10063__Mustela_putorius	12693.668	50.950954
Epas1_chr17_10063__Myocastor_coypus	1252.6892	5.0281534
Epas1_chr17_10063__Myotis_brandtii	2796.8887	11.226397
Epas1_chr17_10063__Myotis_davidii	1567.357	6.291195
Epas1_chr17_10063__Myotis_myotis	2231.9458	8.958779
Epas1_chr17_10063__Myotis_lucifugus	1995.5469	8.0099
Epas1_chr17_10063__Myrmecophaga_tridactyla	215.2986	0.8641843
Epas1_chr17_10063__Nannospalax_galili	1423.9471	5.7155633
Epas1_chr17_10063__Nasalis_larvatus	232.40642	0.9328532
Epas1_chr17_10063__Neomonachus_schauinslandi	19858.203	79.70859
Epas1_chr17_10063__Neophocaena_asiaeorientalis	917.8849	3.6842866
Epas1_chr17_10063__Noctilio_leporinus	4189.5776	16.816492
Epas1_chr17_10063__Nycticebus_coucang	627.09845	2.5171025
Epas1_chr17_10063__Nomascus_leucogenys	366.4638	1.4709444
Epas1_chr17_10063__Ochotona_princeps	5790.488	23.242367
Epas1_chr17_10063__Octodon_degus	3195.5283	12.82649
Epas1_chr17_10063__Odobenus_rosmarus	14089.784	56.554806
Epas1_chr17_10063__Odocoileus_virginianus	1406.7772	5.6466455
Epas1_chr17_10063__Okapia_johnstoni	28165.229	113.052055
Epas1_chr17_10063__Ondatra_zibethicus	5108.1094	20.503376
Epas1_chr17_10063__Orcinus_orca	976.2183	3.9184303
Epas1_chr17_10063__Onychomys_torridus	1650.7579	6.6259565
Epas1_chr17_10063__Orycteropus_afer	184.11116	0.73900145
Epas1_chr17_10063__Oryctolagus_cuniculus	2697.7327	10.828395
Epas1_chr17_10063__Otolemur_garnettii	715.94305	2.873715
Epas1_chr17_10063__Ovis_aries	3908.2852	15.687417
Epas1_chr17_10063__Ovis_canadensis	3350.7507	13.449536
Epas1_chr17_10063__Pan_paniscus	204.04207	0.8190019
Epas1_chr17_10063__Panthera_onca	5747.8267	23.071129
Epas1_chr17_10063__Pan_troglodytes	204.04207	0.8190019
Epas1_chr17_10063__Panthera_pardus	5747.8267	23.071129
Epas1_chr17_10063__Panthera_tigris	7870.195	31.590076
Epas1_chr17_10063__Pantholops_hodgsonii	2910.0542	11.68063
Epas1_chr17_10063__Papio_anubis	201.25996	0.80783486
Epas1_chr17_10063__Paradoxurus_hermaphroditus	3829.917	15.372855
Epas1_chr17_10063__Perognathus_longimembris	629.2888	2.5258944
Epas1_chr17_10063__Peromyscus_maniculatus	6491.0166	26.05421
Epas1_chr17_10063__Petromus_typicus	1804.825	7.2443643
Epas1_chr17_10063__Phocoena_phocoena	961.3888	3.8589063
Epas1_chr17_10063__Piliocolobus_tephrosceles	202.37086	0.8122939
Epas1_chr17_10063__Pipistrellus_pipistrellus	2361.1545	9.477408
Epas1_chr17_10063__Pongo_abelii	455.74362	1.8293036
Epas1_chr17_10063__Propithecus_coquereli	1003.5435	4.0281105
Epas1_chr17_10063__Psammomys_obesus	5148.7446	20.666481
Epas1_chr17_10063__Pteronura_brasiliensis	5444.0376	21.851753
Epas1_chr17_10063__Pteronotus_parnellii	1680.7806	6.7464643
Epas1_chr17_10063__Pteropus_alecto	1619.4596	6.5003285
Epas1_chr17_10063__Pteropus_vampyrus	2029.5599	8.146425
Epas1_chr17_10063__Puma_concolor	4945.7075	19.851513
Epas1_chr17_10063__Pygathrix_nemaeus	232.59383	0.93360543
Epas1_chr17_10063__Rangifer_tarandus	1281.2642	5.14285
Epas1_chr17_10063__Rattus_norvegicus	6966.728	27.963661
Epas1_chr17_10063__Rhinopithecus_bieti	239.94412	0.9631087
Epas1_chr17_10063__Rhinolophus_sinicus	392.06888	1.5737203
Epas1_chr17_10063__Rousettus_aegyptiacus	2438.3625	9.7873125
Epas1_chr17_10063__Rhinopithecus_roxellana	232.59383	0.93360543
Epas1_chr17_10063__Saiga_tatarica	3898.4448	15.647919
Epas1_chr17_10063__Scalopus_aquaticus	2999.312	12.0389
Epas1_chr17_10063__Semnopithecus_entellus	234.7085	0.9420935
Epas1_chr17_10063__Sigmodon_hispidus	4454.139	17.878412
Epas1_chr17_10063__Solenodon_paradoxus	10520.01	42.226135
Epas1_chr17_10063__Sorex_araneus	3148.5857	12.638068
Epas1_chr17_10063__Spilogale_gracilis	3759.2004	15.089007
Epas1_chr17_10063__Spermophilus_dauricus	1906.4795	7.652394
Epas1_chr17_10063__Suricata_suricatta	3514.7214	14.107697
Epas1_chr17_10063__Sus_scrofa	9861.047	39.58113
Epas1_chr17_10063__Tadarida_brasiliensis	3221.8777	12.932254
Epas1_chr17_10063__Tamandua_tetradactyla	166.7677	0.66938674
Epas1_chr17_10063__Tapirus_indicus	8911.545	35.76994
Epas1_chr17_10063__Tapirus_terrestris	9038.453	36.279335
Epas1_chr17_10063__Tolypeutes_matacus	354.10992	1.4213574
Epas1_chr17_10063__Thryonomys_swinderianus	1825.5414	7.3275175
Epas1_chr17_10063__Tonatia_saurophila	2609.9888	10.476201
Epas1_chr17_10063__Tragulus_javanicus	628.7535	2.5237458
Epas1_chr17_10063__Trichechus_manatus	242.62762	0.97388
Epas1_chr17_10063__Tupaia_chinensis	9483.512	38.06575
Epas1_chr17_10063__Tupaia_tana	2454.8186	9.853366
Epas1_chr17_10063__Tursiops_truncatus	948.4815	3.807098
Epas1_chr17_10063__Uropsilus_gracilis	2271.1643	9.116198
Epas1_chr17_10063__Ursus_maritimus	7954.455	31.928288
Epas1_chr17_10063__Vicugna_pacos	2099.9595	8.429001
Epas1_chr17_10063__Vulpes_lagopus	16654.988	66.85125
Epas1_chr17_10063__Xerus_inauris	2813.8018	11.294284
Epas1_chr17_10063__Zalophus_californianus	13777.601	55.30174
Epas1_chr17_10063__Zapus_hudsonius	11021.867	44.240536
Gata4_chr14_5729__Acinonyx_jubatus	734.94006	2.9499667
Gata4_chr14_5729__Acomys_cahirinus	7157.3	28.728596
Gata4_chr14_5729__Ailurus_fulgens	1366.0845	5.4833093
Gata4_chr14_5729__Ailuropoda_melanoleuca	1085.3435	4.3564467
Gata4_chr14_5729__Allactaga_bullata	483.5314	1.9408406
Gata4_chr14_5729__Alouatta_palliata	541.7039	2.1743386
Gata4_chr14_5729__Ammotragus_lervia	368.1007	1.4775147
Gata4_chr14_5729__Anoura_caudifer	1458.9371	5.8560095
Gata4_chr14_5729__Antilocapra_americana	432.49274	1.7359772
Gata4_chr14_5729__Ateles_geoffroyi	460.27563	1.8474946
Gata4_chr14_5729__Aotus_nancymaae	614.05945	2.4647655
Gata4_chr14_5729__Aplodontia_rufa	668.3478	2.6826727
Gata4_chr14_5729__Artibeus_jamaicensis	1696.9573	6.8113956
Gata4_chr14_5729__Balaenoptera_acutorostrata	900.25946	3.6135402
Gata4_chr14_5729__Balaenoptera_bonaerensis	900.25946	3.6135402
Gata4_chr14_5729__Beatragus_hunteri	494.72006	1.9857507
Gata4_chr14_5729__Bison_bison	388.7688	1.5604742
Gata4_chr14_5729__Bos_indicus	388.7688	1.5604742
Gata4_chr14_5729__Bos_mutus	406.16232	1.6302898
Gata4_chr14_5729__Bos_taurus	388.7688	1.5604742
Gata4_chr14_5729__Bubalus_bubalis	358.08362	1.4373074
Gata4_chr14_5729__Callicebus_donacophilus	535.4131	2.149088
Gata4_chr14_5729__Callithrix_jacchus	491.87756	1.9743412
Gata4_chr14_5729__Camelus_bactrianus	562.8627	2.2592673
Gata4_chr14_5729__Camelus_dromedarius	562.8627	2.2592673
Gata4_chr14_5729__Camelus_ferus	565.13196	2.268376
Gata4_chr14_5729__Capra_aegagrus	414.39462	1.6633334
Gata4_chr14_5729__Canis_lupus_familiaris	685.9083	2.7531588
Gata4_chr14_5729__Canis_lupus	685.9083	2.7531588
Gata4_chr14_5729__Capra_hircus	436.5829	1.7523946
Gata4_chr14_5729__Capromys_pilorides	566.6373	2.2744184
Gata4_chr14_5729__Carollia_perspicillata	1589.1732	6.3787622
Gata4_chr14_5729__Castor_canadensis	578.3765	2.3215382
Gata4_chr14_5729__Catagonus_wagneri	693.3332	2.7829614
Gata4_chr14_5729__Cavia_tschudii	930.28296	3.734051
Gata4_chr14_5729__Cavia_aperea	1035.517	4.1564484
Gata4_chr14_5729__Cavia_porcellus	930.28296	3.734051
Gata4_chr14_5729__Cebus_albifrons	305.37262	1.2257313
Gata4_chr14_5729__Cebus_capucinus	323.0708	1.2967699
Gata4_chr14_5729__Ceratotherium_simum	604.57855	2.4267101
Gata4_chr14_5729__Ceratotherium_simum_cottoni	604.57855	2.4267101
Gata4_chr14_5729__Cercocebus_atys	832.1611	3.340201
Gata4_chr14_5729__Chaetophractus_vellerosus	456.05313	1.8305459
Gata4_chr14_5729__Chlorocebus_sabaeus	658.5694	2.6434233
Gata4_chr14_5729__Chinchilla_lanigera	840.73694	3.3746233
Gata4_chr14_5729__Cheirogaleus_medius	378.94586	1.521046
Gata4_chr14_5729__Cercopithecus_neglectus	658.5694	2.6434233
Gata4_chr14_5729__Choloepus_didactylus	385.25552	1.5463723
Gata4_chr14_5729__Choloepus_hoffmanni	385.25552	1.5463723
Gata4_chr14_5729__Chrysochloris_asiatica	330.38126	1.3261131
Gata4_chr14_5729__Cricetulus_griseus	2718.6118	10.912202
Gata4_chr14_5729__Condylura_cristata	2218.2761	8.903911
Gata4_chr14_5729__Cricetomys_gambianus	1944.5277	7.805115
Gata4_chr14_5729__Colobus_angolensis	658.5694	2.6434233
Gata4_chr14_5729__Craseonycteris_thonglongyai	851.84753	3.41922
Gata4_chr14_5729__Crocidura_indochinensis	2044.8373	8.2077465
Gata4_chr14_5729__Cryptoprocta_ferox	909.19385	3.6494017
Gata4_chr14_5729__Ctenodactylus_gundi	921.30945	3.6980324
Gata4_chr14_5729__Ctenomys_sociabilis	1120.7848	4.498704
Gata4_chr14_5729__Dasypus_novemcinctus	342.65692	1.3753864
Gata4_chr14_5729__Daubentonia_madagascariensis	469.97238	1.8864162
Gata4_chr14_5729__Dasyprocta_punctata	1299.9661	5.2179174
Gata4_chr14_5729__Delphinapterus_leucas	887.97437	3.564229
Gata4_chr14_5729__Desmodus_rotundus	750.24695	3.0114067
Gata4_chr14_5729__Diceros_bicornis	604.57855	2.4267101
Gata4_chr14_5729__Dicerorhinus_sumatrensis	720.1527	2.890612
Gata4_chr14_5729__Dinomys_branickii	1673.9333	6.71898
Gata4_chr14_5729__Dolichotis_patagonum	1427.0154	5.727879
Gata4_chr14_5729__Echinops_telfairi	530.6721	2.130058
Gata4_chr14_5729__Dipodomys_stephensi	373.791	1.5003549
Gata4_chr14_5729__Dipodomys_ordii	374.44458	1.5029783
Gata4_chr14_5729__Eidolon_helvum	592.58563	2.378572
Gata4_chr14_5729__Elephantulus_edwardii	577.2541	2.3170328
Gata4_chr14_5729__Elaphurus_davidianus	358.08362	1.4373074
Gata4_chr14_5729__Ellobius_lutescens	2553.6113	10.249908
Gata4_chr14_5729__Eptesicus_fuscus	1084.2682	4.3521304
Gata4_chr14_5729__Enhydra_lutris	1697.7684	6.8146515
Gata4_chr14_5729__Equus_caballus	767.4153	3.0803185
Gata4_chr14_5729__Ellobius_talpinus	1868.9862	7.5019
Gata4_chr14_5729__Equus_asinus	823.15295	3.3040433
Gata4_chr14_5729__Erinaceus_europaeus	709.6931	2.8486283
Gata4_chr14_5729__Erythrocebus_patas	748.936	3.0061448
Gata4_chr14_5729__Equus_przewalskii	767.4153	3.0803185
Gata4_chr14_5729__Eschrichtius_robustus	900.25946	3.6135402
Gata4_chr14_5729__Eulemur_fulvus	824.5764	3.309757
Gata4_chr14_5729__Eubalaena_japonica	887.97437	3.564229
Gata4_chr14_5729__Eulemur_flavifrons	951.1379	3.8177605
Gata4_chr14_5729__Felis_catus	581.9256	2.3357837
Gata4_chr14_5729__Felis_nigripes	686.07764	2.7538383
Gata4_chr14_5729__fullTreeAnc0	458.3977	1.8399568
Gata4_chr14_5729__Fukomys_damarensis	732.4248	2.9398706
Gata4_chr14_5729__fullTreeAnc1	458.3977	1.8399568
Gata4_chr14_5729__fullTreeAnc102	658.5694	2.6434233
Gata4_chr14_5729__fullTreeAnc101	658.5694	2.6434233
Gata4_chr14_5729__fullTreeAnc100	533.8221	2.1427016
Gata4_chr14_5729__fullTreeAnc10	445.03607	1.7863247
Gata4_chr14_5729__fullTreeAnc103	658.5694	2.6434233
Gata4_chr14_5729__fullTreeAnc104	466.3844	1.8720145
Gata4_chr14_5729__fullTreeAnc105	483.37238	1.9402022
Gata4_chr14_5729__fullTreeAnc106	466.3844	1.8720145
Gata4_chr14_5729__fullTreeAnc108	536.34344	2.1528223
Gata4_chr14_5729__fullTreeAnc107	466.3844	1.8720145
Gata4_chr14_5729__fullTreeAnc109	607.28015	2.4375541
Gata4_chr14_5729__fullTreeAnc11	430.40005	1.7275773
Gata4_chr14_5729__fullTreeAnc112	472.92136	1.8982531
Gata4_chr14_5729__fullTreeAnc113	480.8859	1.9302218
Gata4_chr14_5729__fullTreeAnc110	573.9347	2.3037093
Gata4_chr14_5729__fullTreeAnc110point5	638.28937	2.5620217
Gata4_chr14_5729__fullTreeAnc114	458.13956	1.8389206
Gata4_chr14_5729__fullTreeAnc117	1183.0857	4.7487726
Gata4_chr14_5729__fullTreeAnc116	1659.8119	6.662298
Gata4_chr14_5729__fullTreeAnc115	490.08334	1.9671394
Gata4_chr14_5729__fullTreeAnc118	1010.08057	4.05435
Gata4_chr14_5729__fullTreeAnc121	728.8811	2.9256468
Gata4_chr14_5729__fullTreeAnc120	707.3098	2.839062
Gata4_chr14_5729__fullTreeAnc12	432.56036	1.7362486
Gata4_chr14_5729__fullTreeAnc119	999.17444	4.010574
Gata4_chr14_5729__fullTreeAnc124	663.81433	2.664476
Gata4_chr14_5729__fullTreeAnc122	953.3649	3.8266995
Gata4_chr14_5729__fullTreeAnc123	854.4024	3.429475
